timestep,xmain,pmain,xhigh,phigh,xlow,plow
0.8,-266889.6736658209,-245010.8287201371,-57218.94015719984,178186.65847819266,103432.63965254666,72117.84084306475
0.808,-280008.6528744665,-229899.23421089663,-43631.52992637184,181965.8328529547,105214.08073557317,69498.39834395141
0.816,-292285.9607524919,-214076.01619875856,-29784.788224680633,184689.64276755363,106812.89309343211,66856.13827988686
0.824,-303670.3652216056,-197619.0013973544,-15751.58507508708,186398.3426876117,108459.42913061425,64140.74612305947
0.832,-314124.64041073015,-180540.74964296573,-1757.2382727480845,187108.1996429672,110138.09599353734,61406.46663269324
0.84,-323635.2309253201,-163101.60916767194,12402.507348746563,186757.98602750766,111687.38048891338,58635.917875000145
0.848,-332161.26478722075,-145044.7025429832,26589.529481647172,185258.05430883376,113107.51723025434,55811.3213048933
0.856,-339690.82373325457,-126245.18207932274,40473.00736333706,182736.09194854926,114409.9382034466,52946.60733579427
0.864,-346147.8640172467,-107291.43586613557,54096.925932379716,179195.0746905541,115699.7421745075,50053.2822330078
0.872,-351537.7436346015,-88008.79475481322,67426.06726782142,174625.61134152982,116866.37260291727,47137.188130510636
0.88,-355855.5512551092,-68464.42106190372,80392.20146728329,169055.44205011803,117993.6691391022,44192.02833625328
0.888,-359132.542205593,-48779.0320872046,93073.48946135351,162511.24781332727,119046.56923419116,41218.060958931164
0.896,-361260.14773601986,-28913.415340190517,105034.34292458821,155040.29262690354,119985.30596794188,38229.59614716941
0.904,-362301.89696198213,-8976.35461003923,116425.2074113753,146691.0918071249,120923.0434694511,35216.35251352979
0.912,-362205.96279088035,10975.444658890727,127148.49037624827,137510.47343633362,121790.98326219534,32175.88894606899
0.92,-361055.1098178261,30952.675487289638,137049.1972263081,127555.60497395265,122566.00697583404,29119.41751983697
0.928,-358810.69544525305,50883.279982298845,146277.3255841783,116881.05025386371,123204.93617865595,26044.26761019657
0.936,-355490.33290158765,70674.16363085354,154641.07402175406,105532.5917371759,123783.33747824264,22953.937667311428
0.944,-351038.42000092525,90279.81094623102,162106.11969115474,93590.17793652679,124383.76440249073,19848.4784769075
0.952,-345514.85633703595,109485.36041021759,168714.27185643968,81158.71341693294,124830.06053078498,16730.965448492934
0.96,-338900.9295534507,128363.12857051856,174291.46522830508,68229.89471523669,125239.09208251275,13603.192836440941
0.968,-331307.9080678307,146977.80427012753,178895.959271163,54937.80160851327,125523.63836631035,10467.900532864656
0.976,-322643.2258095777,165008.30995757302,182515.10776315842,41315.903565622735,125682.82386407064,7327.095334777922
0.984,-313049.22661996225,182597.3323859867,184994.71625362337,27470.68170288662,125845.81443725557,4183.621765902835
0.992,-302484.3295474493,199630.07099252293,186527.96080674176,13480.627787333808,125898.5314374959,1038.1571016654307
1.0,-291032.660975404,215966.6901822567,187040.31664104544,-613.6578384714668,125843.58297068033,-2108.4227449490772
1.008,-278624.3111952318,231721.09845691285,186434.3659400203,-14677.09744739724,125753.76286877441,-5253.588611456898
1.016,-265319.7436625583,246806.82322466827,184813.94727505255,-28681.636592777966,125555.20092448172,-8394.573772969045
1.024,-251290.93137453892,261124.2635927557,182137.52977798771,-42494.27911030568,125318.8556862419,-11531.06533415193
1.032,-236545.41481289134,274555.68002481596,178447.51497758098,-56045.9477777849,125010.39023632141,-14661.740433842853
1.04,-220978.4506641259,287265.51920526894,173687.81067288617,-69360.30411920446,124550.93109422305,-17782.88858105179
1.048,-204748.18214811015,299079.5922821859,167993.30250045558,-82231.3146610831,124091.70834333947,-20890.14027797014
1.056,-187879.92299568898,310002.6372471925,161265.84881448955,-94626.6672534666,123521.42268823112,-23988.136360681292
1.064,-170399.94170151532,319906.2260545595,153731.24883178846,-106505.24695251022,122896.56069267774,-27071.08666780327
1.072,-152452.18952776073,328852.0111176285,145235.5876279883,-117714.05859345957,122187.73121527671,-30141.000085244377
1.08,-134042.96637361796,336772.7230102313,135889.34594428644,-128338.0079588352,121372.60405466046,-33191.57444126894
1.088,-115230.9367619332,343677.2415639456,125929.84164748318,-138213.57480308216,120468.89379550217,-36221.89957352754
1.096,-96082.3622685591,349503.7707429149,115155.70722841154,-147301.58989351708,119524.8814550396,-39231.74340045244
1.104,-76694.77372028743,354343.83157948684,103687.2891916684,-155566.01282012273,118483.21802776383,-42218.633125969034
1.112,-56981.036597304796,358029.4199709186,91660.12247852367,-162894.1244724334,117390.67151249066,-45182.1506217851
1.12,-37106.516307983096,360664.38982820633,79126.55196383799,-169276.02876643866,116251.61263174671,-48119.6881837901
1.128,-17126.38373686143,362194.17613161076,66113.36867791254,-174776.09544438496,115011.38009544209,-51030.5956727292
1.136,2890.1359755780804,362565.4173223016,52737.86722406486,-179262.05618793235,113684.27501848816,-53912.65971187344
1.144,22897.089523082952,361845.5968600654,39081.30441416047,-182781.43157136146,112307.155416453,-56764.25157441207
1.152,42845.74184933571,360030.92142281967,25188.53544266099,-185208.1627538243,110847.26920330724,-59583.39795748228
1.16,62685.95751583713,357085.13954250375,11151.09641223183,-186525.91200734762,109315.34254054457,-62368.64399783045
1.168,82338.63515051588,353028.5076980768,-2934.2206935059116,-186845.67236285115,107722.3819318464,-65119.06517518598
1.176,101724.38539752725,347900.7660268747,-17010.75549790993,-186066.6366652378,106052.83589754875,-67833.6125920396
1.184,120790.41087520999,341705.86179790396,-31004.924380109453,-184275.21776984422,104316.48367610102,-70508.58796886355
1.192,139529.15217365418,334467.1347842091,-44794.070876032936,-181462.49567121427,102517.59813695648,-73142.75189736449
1.2,157817.94079755503,326182.11573551147,-58317.462099376186,-177621.16604621147,100647.41013926783,-75735.73070136948
1.208,175631.47212582023,316902.20322868135,-71531.16618351144,-172745.93037870733,98696.66647468571,-78282.33814852433
1.216,192898.92694687983,306681.570561206,-84352.21252717287,-166925.5288209933,96682.36781159708,-80785.9438849511
1.224,209522.81629328823,295498.15692276787,-96684.56884068532,-160136.96667435637,94640.40016749043,-83241.13501895175
1.232,225513.15405799987,283403.81587176654,-108443.24700926633,-152452.27832144572,92499.51020513802,-85646.5241519496
1.24,240830.84435006464,270445.6131156494,-119602.06743490633,-143880.28018253457,90310.98082449619,-88006.99471007539
1.248,255413.70316811156,256639.32725172382,-130082.50030246474,-134491.10209542303,88099.27999224013,-90312.28883833833
1.256,269244.0233456252,242050.45929670642,-139825.4988626065,-124347.74420525819,85780.04648476995,-92563.36625755504
1.264,282254.8467188463,226731.26284483258,-148811.9991651441,-113556.04537022853,83451.65951868538,-94764.66062129001
1.272,294344.1213646494,210720.7235363131,-156929.87364541113,-102072.31748814342,81042.82199910577,-96905.60276811481
1.28,305504.43583744817,194058.81169075437,-164172.3544323529,-90048.82374503743,78599.90806464727,-98991.72439231531
1.288,315745.0326683175,176797.8874517074,-170494.4545788101,-77500.3662813419,76097.01594670942,-101016.2752896871
1.296,325030.2207867292,158976.46895431168,-175842.2088318161,-64526.252045948706,73528.59878981084,-102980.06834571411
1.304,333309.1994768867,140690.44428099,-180187.1340273987,-51188.74860570539,70895.01573154583,-104880.95776500834
1.312,340566.7505515254,121960.20359379692,-183560.8130481727,-37554.93137573944,68220.80246356112,-106718.23651795424
1.32,346787.8806576901,102845.22725640584,-185881.75568593372,-23740.506956100107,65503.719946926256,-108487.87880167615
1.328,351945.44347818074,83424.46734358657,-187146.7708160939,-9767.66217181403,62751.82920252719,-110185.48534608634
1.336,356018.0468315316,63755.46000162575,-187336.69486201342,4261.535455144743,59951.35298073273,-111821.81308671851
1.344,358994.1500879457,43875.7230994764,-186490.01056515475,18215.524471878038,57135.20731936186,-113388.15285326469
1.352,360854.92411901476,23868.472704826585,-184602.17408533258,32096.746833255183,54278.73492399734,-114881.54006961144
1.36,361641.6007813049,3789.6059673863524,-181658.6762963995,45764.932467137936,51340.537800166836,-116302.95197670492
1.368,361293.7401703478,-16289.294385412519,-177671.92785435767,59261.41215478176,48389.24477224254,-117647.8287703983
1.376,359841.40393893205,-36334.53479439065,-172691.4740073325,72367.62028533305,45440.34310549106,-118914.61441360455
1.384,357278.7525037891,-56252.02200611643,-166751.68126819088,85085.15422642644,42394.41348608312,-120111.94400532897
1.392,353625.2046975174,-76000.13676292547,-159860.80550623554,97306.3086803982,39381.15048319562,-121221.76809637576
1.4,348884.24630235246,-95502.82121403745,-152075.66079123228,108950.14884761113,36322.67476816175,-122251.78554207523
1.408,343089.2166780598,-114699.36010945599,-143423.797785475,120039.3279398295,33220.707269883256,-123197.2541571986
1.416,336235.0109459412,-133557.40973354992,-133980.72532118362,130468.5662326617,30077.002688279248,-124067.42852800293
1.424,328322.6011392007,-152014.01891010266,-123780.92821511652,140196.1650424365,26941.82498906156,-124844.04978874947
1.432,319422.57534733345,-169996.26461535555,-112854.57212756174,149041.7834707753,23761.976383766487,-125539.07059754716
1.44,309510.49104206095,-187468.66955351213,-101303.63848286287,157052.45320489476,20607.284478260215,-126150.75390155047
1.448,298677.5974840543,-204326.80709263048,-89171.89658997554,164212.46093287907,17432.278535719754,-126673.84377375492
1.456,286934.43053716095,-220567.26381082938,-76549.72272784683,170391.42818798104,14267.840627394986,-127108.3524103579
1.464,274298.0150009283,-236106.48662270064,-63506.05246527162,175593.25920447343,11060.09532194604,-127457.16541384977
1.472,260799.90684090543,-250921.5998062499,-50088.06318500569,179853.08168230348,7870.483191464614,-127711.49539147524
1.48,246541.54782643833,-264967.8505995271,-36384.24221602093,183069.95963878502,4645.437099715616,-127880.5194473503
1.488,231533.80702264592,-278195.21188406675,-22502.443837470062,185258.68751953822,1430.6849360906233,-127953.91140475364
1.496,215797.4556551146,-290542.3487617208,-8483.167743081409,186485.34944310313,-1781.8512988675507,-127937.72504980264
1.504,199416.03470353497,-301993.5986328786,5584.130729818316,186603.23104433692,-4956.029790759992,-127830.51660804432
1.512,182422.5565363258,-312516.63472440897,19620.19557557608,185661.39094886612,-8151.640023440599,-127628.11113357819
1.52,164883.55123501358,-322063.5389523846,33546.983133832386,183754.3973395035,-11341.617561088433,-127335.87398208176
1.528,146829.48471443105,-330625.89654831856,47260.59104889606,180678.95098260065,-14533.319410800348,-126954.65126331442
1.536,128341.00759709348,-338180.82803589804,60722.72057729416,176638.18460780173,-17734.907439379574,-126483.29193052127
1.544,109451.54957297926,-344671.42471365235,73861.84177231163,171635.49028595808,-20917.75426836812,-125917.38038612137
1.552,90230.51056399553,-350112.35748884105,86580.7471873024,165655.21405112225,-24065.668769176697,-125255.80409989272
1.56,70743.61584675238,-354456.3886269164,98813.28511645496,158764.71081855625,-27191.654831490836,-124503.25869637157
