timestep,xmain,pmain,xhigh,phigh,xlow,plow
13.024,-171290.82493424328,338684.88219589595,65203.94908093815,-55220.33017485685,-627682.6625915968,-337905.4449607224
13.032,-152204.45288429438,351565.72316473833,61007.98841438309,-56052.60174639262,-635910.9560211587,-318070.5807291001
13.04,-132437.70622538036,363237.81954115455,56745.56725332816,-56679.33713714453,-643666.5540408363,-298186.2196668958
13.048,-112058.58289663296,373662.03919785825,52434.6196971763,-57121.37851632147,-650867.5155088502,-278258.3401011371
13.056,-91140.19263801986,382799.1439356287,48116.843329900694,-57376.81602943471,-657600.7227497932,-258291.40654297496
13.064,-69751.48152446428,390619.01075937954,43778.903905240855,-57497.99958433325,-663836.3702025866,-238314.3369958371
13.072,-47969.4626914965,397094.55790012825,39447.36640679578,-57372.9326428129,-669545.2927410116,-218328.1825090798
13.08,-25865.162324471235,402203.7944914911,35131.388410835774,-57106.14306267083,-674787.7719531017,-198374.9948521326
13.088,-3518.3924177767694,405928.01636442984,30834.37974142114,-56699.06387941571,-679519.3673304839,-178437.25201297094
13.096,18996.44507597736,408253.2590204546,26577.26515557126,-56079.41332607812,-683729.335419043,-158552.32794793884
13.104,41601.48431123503,409171.99783420254,22367.311371489606,-55362.768367577766,-687454.7989106805,-138727.79713096537
13.112,64216.00405546277,408679.7699256966,18229.370937544623,-54451.487520466784,-690694.1883594409,-118973.84499144233
