timestep,xmain,xhigh,xlow
84.8,-532.1887216338298,-125.34576710319712,-1346.015362203952
84.808,-446.9100735041982,-175.14154166242514,-1462.4407123010938
84.816,-359.5872476382874,-222.8151798170115,-1580.6121570428504
84.824,-270.10006464606107,-278.1606327172494,-1699.0773437530347
84.832,-178.93709700873282,-316.6331146591161,-1803.5070834226376
84.84,-86.7108139121404,-365.1347766135516,-1896.4368653104225
84.848,6.713267886291639,-401.52404465291306,-2001.1550750863225
84.856,100.67533200552464,-435.2177530014452,-2107.152318176089
84.864,195.01024602851794,-458.62592479495527,-2181.558732239629
84.872,289.57537777283375,-481.67916924179576,-2294.329330220305
84.88,383.77342908240655,-512.6164863192756,-2396.58273990744
84.888,477.2366495760252,-538.2305521581203,-2494.6106160432328
84.896,569.7999090834747,-554.7466128214172,-2598.496699346502
84.904,661.4718052186577,-560.0481163298062,-2670.1195648789485
84.912,751.2019235206684,-574.7310426873154,-2761.8360173913347
84.92,839.0787134440541,-584.2878145598204,-2839.1496996618976
84.928,924.9529697909189,-578.1969897423575,-2933.4789337864677
84.936,1008.3019004018895,-581.0497322403392,-3027.5748587119356
84.944,1089.1089559326804,-597.776066313987,-3109.922729918914
84.952,1167.7070666729978,-577.5998594097777,-3504.133471290061
84.96,1241.7086100580834,-550.5442091537194,-3576.5815753347906
84.968,1312.3972911540827,-525.4102315656628,-3654.7566908949557
84.976,1379.5137884059416,-514.7680500876618,-3672.2336421176524
84.984,1442.4547357071453,-488.3108767140965,-3739.623703721093
84.992,1500.9868662265485,-452.41332556619,-3781.3742252264196
85.0,1555.3075337091914,-422.1764656607889,-3862.7825133395318
85.008,1604.9833568739969,-398.309870082447,-3943.094055408072
85.016,1650.0719831124566,-357.23270553542784,-4004.2558485235622
85.024,1690.1178534299793,-314.04875466167937,-4090.032661446945
85.032,1725.0034269649898,-264.65263120805236,-4147.42416250526
85.04,1754.732561805241,-225.83773417142427,-4216.919060799194
85.048,1779.4430096989497,-180.53959939770314,-4253.079740967782
85.056,1798.946689520999,-140.95869619984856,-4276.588513124324
85.064,1813.032850118219,-95.42746868704916,-4319.20331176494
85.072,1821.394817939729,-51.78618095587488,-4377.177598578557
85.08,1824.8496403156958,-18.53107774222566,-4425.5960012784735
85.088,1822.6492469914028,39.55550726735817,-4443.124379477503
85.096,1815.180916560738,78.99491897058876,-4453.096452105431
85.104,1802.7186668118916,114.6601360669014,-4496.44394124845
85.112,1784.9363910866166,163.69739784846013,-4552.934881763112
85.12,1761.8754256557406,213.77408423919834,-4569.5727612650735
85.128,1733.668318390722,250.64166968039575,-4627.110349200443
85.136,1700.5824998171356,282.03662320678353,-4667.377724802031
85.144,1662.7816172053456,318.8489291711636,-4643.188126275968
85.152,1620.630384448735,340.3344085367454,-4646.624668882457
85.16,1573.7652505363271,367.5525508985379,-4656.3708235015
85.168,1522.7054758982538,390.821313238821,-4680.094642754144
85.176,1467.8425825510049,412.72572141002047,-4685.045578220952
85.184,1408.880042996351,439.88888062838527,-4708.24061528634
85.192,1346.0402568877969,471.15331650827864,-4708.15769499555
85.2,1280.0170589543868,498.3815268207806,-4695.430333814385
85.208,1210.7403387017657,515.1694719144958,-4709.958187238592
85.216,1138.777106895785,535.0837203544695,-4705.611599052991
85.224,1064.1817139412267,548.6873439248606,-4703.77468493013
85.232,987.3955471789006,552.9585653363607,-4689.742500573918
85.24,908.5430122186572,554.5710647873422,-4676.0675486106875
85.248,827.583615139178,570.7775453202992,-4647.416352944657
85.256,745.2827880051144,571.0440294168735,-4605.79855757188
85.264,664.1369422070832,573.3587185774655,-4595.498601002006
85.272,580.013723113208,586.8315949545254,-4572.17187641652
85.28,494.95461569544756,594.5436157253674,-4571.873124107507
85.288,410.6522129782286,593.8205186666773,-4545.669882277181
85.296,325.04505236486375,547.486497255413,-4517.2509746463165
85.304,239.5992069440922,498.35164992486955,-4473.250945606613
85.312,155.00962876605382,462.650390781007,-4416.575825248096
85.32,71.14384637606412,419.95502144517593,-4344.5556097127655
85.328,-11.696975217484363,380.5901225238347,-4272.508495072189
85.336,-93.16618204061186,346.724858536282,-4228.307060552996
85.344,-172.80256680572822,313.1830568144198,-4171.301048267428
85.352,-250.77152995339657,274.01938052744686,-4103.739005184022
85.36,-326.6399750484087,245.97864018002602,-4043.719809452162
85.368,-399.9092413553291,218.84694505452669,-3980.6536472715807
85.376,-470.53090617632586,187.8473507408661,-3926.7935664247116
85.384,-538.6109632970561,155.07610851449158,-3843.7493309798374
85.392,-603.807197722035,123.19984294192332,-3764.1051252372113
85.4,-665.6671662264429,84.79898536609628,-3671.708082907052
85.408,-723.8592160650649,48.76139517030127,-3583.2397609226623
85.416,-778.8528961246194,10.446903134952645,-3500.915290026762
85.424,-830.04033696651,-6.491052708999363,-3404.2369724943214
85.432,-877.7728322909022,-28.90260424977793,-3285.1939087972005
85.44,-921.4232400848007,-60.191486173262184,-3214.5627848510485
85.448,-961.3043654204046,-90.68291875042497,-3088.7170228309924
85.456,-996.9687101441028,-102.96331312437535,-2980.1029095205563
85.464,-1028.8066533356068,-130.0135420285792,-2845.672692459942
85.472,-1056.2282980287316,-144.17568632856361,-2713.8601986337676
85.48,-1079.411143476481,-167.64596164834717,-2592.7988626123724
85.488,-1098.3913136019319,-177.37398532390716,-2464.700180203621
85.496,-1112.7899439463165,-186.48714089961584,-2329.0773798105793
85.504,-1123.3014627296016,-214.3720103451503,-2217.660631213106
85.512,-1129.5001281315267,-240.91504927473576,-2111.107431993854
85.52,-1131.6371060104168,-249.1649332920454,-1986.515839966666
85.528,-1129.4992040373515,-256.93135743416457,-1872.574198442403
85.536,-1123.4030639885282,-267.15986369848974,-1740.6041302201124
85.544,-1113.478477805044,-258.64088327146396,-1604.8814381158631
85.552,-1097.5767043314245,-261.86765298468816,-1242.9047668641783
85.56,-1080.183076969019,-233.64629352578473,-1107.2167857582263
85.568,-1058.919814991626,-225.29241109074295,-1004.654657869103
85.576,-1034.227117471912,-204.50786486135604,-883.2478480123905
85.584,-1006.0754437728865,-176.656081667269,-755.3830279260123
85.592,-974.8062119206153,-147.58497711569152,-639.0387323261492
85.6,-940.7879255689095,-123.74536886896155,-489.82376848255655
85.608,-903.8889343170388,-94.71335440209596,-360.1180298861798
85.616,-864.1643335491652,-76.07646701737384,-223.02136640111434
85.624,-822.0858265987952,-48.90686675401861,-83.33832093454981
85.632,-777.7864644968968,-23.458414347646773,13.694099076007923
85.64,-731.4711492361757,7.120929985871472,125.28838339524614
85.648,-683.2350040578906,44.34294680766257,230.6050471042851
85.656,-633.0879126205685,68.73304185645574,354.2251892627654
85.664,-581.5394931938222,96.5367466919544,508.2097426464673
85.672,-529.0199673324104,123.32385016801007,609.1701504419518
85.68,-475.6329241734679,159.0229455032085,741.4408649682046
85.688,-421.1277301736958,192.45139920232782,879.6326873207468
85.696,-366.2738006913108,204.906946636842,1017.8027917665368
85.704,-310.74080566168743,224.3501091941247,1156.333091703831
85.712,-255.5128341260488,238.6770137640632,1266.6903613676755
85.72,-200.47905289393373,268.6615317469422,1391.8354894432075
85.728,-145.7719328110856,283.9262388702614,1516.1444557572768
85.736,-91.55837266907011,283.096808183535,1610.2542183896228
85.744,-38.09446977819659,302.7218385012254,1766.1143216522387
85.752,14.566744363578335,318.52618474477964,1884.5791136944956
85.76,65.90180353720996,330.3008674212046,1986.270834467036
85.768,115.84104742614211,335.1114388074515,2094.3185006107456
85.776,164.55370063546974,338.5506272163494,2229.6269246843035
85.784,211.24616203835382,339.35370288586853,2349.0804357889333
85.792,256.0318343622233,344.36282568370547,2445.604567883363
85.8,298.708074795778,352.66945498830273,2571.992627062574
85.808,338.33085289156946,419.435922663742,2648.801202510688
85.816,376.73700243926993,401.69357048439554,2737.881331487127
85.824,412.7249778663324,380.4808992454981,2843.7827014059158
85.832,445.77597330550964,361.28593616800055,2955.2595687732996
85.84,476.4391139351736,338.604952975293,3035.358939892098
85.848,504.49015148338066,309.51809296985033,3127.769713024338
85.856,529.4751518406254,278.9502655256644,3203.3505099484264
85.864,551.7349630912605,245.35176606220048,3277.326615152256
85.872,570.7177081978372,212.5020033128344,3359.426229074735
85.88,586.5700932968117,179.81819845330915,3443.280353532118
85.888,599.2475697119183,134.7830780276622,3520.331800878358
85.896,608.8805604994376,92.55748748789652,3603.7003489298572
85.904,615.3644496042696,46.405032891843206,3693.1219950907803
85.912,618.6831677037046,-11.35441292591219,3766.321473691584
85.92,618.7702492661127,-63.99453061963538,3854.3617192922616
85.928,615.8695510260162,-112.08648512017304,3910.716065545663
85.936,609.9947909471618,-159.29329318562486,3957.796258215842
85.944,600.7053261084544,-199.62677280849104,4026.717244766363
85.952,588.6666373382948,-247.90885031299933,4086.203305665809
85.96,573.5758646181376,-294.5439814895186,4122.350543090826
85.968,555.5408049648038,-356.8670767650266,4188.4289059824305
85.976,534.6678319912625,-395.31851765800195,4247.442332270979
85.984,511.0945480681232,-428.5178587345501,4305.681017024983
85.992,485.03787053470813,-471.69506689503663,4330.921515295209
86.0,456.45617187892475,-507.702838119717,4386.986800791244
86.008,425.4490801643492,-553.4253774303932,4407.288616268917
86.016,392.0714585876977,-604.8017297916815,4444.922895431643
86.024,356.73235488534135,-638.8339519218382,4489.421967154185
86.032,319.5367525487515,-693.7199659055474,4526.450238919883
86.04,280.5730518582492,-741.5603139281732,4547.756251141224
86.048,239.71078971934148,-771.2235251786295,4574.660092024845
86.056,197.03599937820525,-814.9560583498419,4561.918671729151
86.064,153.17077527546843,-861.4653078835516,4564.39729860114
86.072,108.30453358440145,-888.4161126642013,4601.212415032701
86.08,62.197040646184384,-915.8148890970217,4612.122053815278
86.088,15.176223938106652,-936.5966935615171,4596.689136948013
86.096,-32.58824793279472,-951.395405301349,4557.991241934659
86.104,-80.69011871114793,-964.3794681357103,4551.071555917194
86.112,-129.6845111681878,-976.6394100254712,4539.207549842635
86.12,-178.67730756647285,-985.7774456233097,4543.7236768244575
86.128,-227.60925946304653,-990.6037638125046,4542.891266417955
86.136,-275.06445273164985,-878.6603760274345,4539.189015264792
86.144,-323.61593502297757,-848.9480166915275,4532.751653594006
86.152,-371.68897439621793,-829.5320747174102,4490.199174305983
86.16,-419.3107439304777,-800.2746662183387,4468.831153309178
86.168,-466.17750147325836,-759.1111134069562,4459.235952209841
86.176,-511.99022045208835,-716.6718505274763,4420.426878464996
86.184,-556.5542370457807,-664.1487487427521,4369.751764103899
86.192,-600.0852343356173,-601.2459101453821,4384.831008104203
86.2,-642.3920805073614,-554.647357285867,4342.523810515391
86.208,-683.0489481012413,-507.8854434935746,4266.302603746097
86.216,-721.8793110917932,-446.6508753159527,4235.723224710128
86.224,-758.7465248120487,-386.51553183215367,4208.401218497822
86.232,-794.0043031059348,-310.1817660891248,4136.942647152934
86.24,-827.1611878367579,-244.8421681197836,4094.6671803492673
86.248,-858.1869975535573,-173.27172698412843,4047.4326257998555
86.256,-886.9854717882723,-103.9575629074966,3985.9977196101026
86.264,-913.3001408190712,-40.51444767525138,3898.0147084274577
86.272,-937.2082535106782,34.655538731971376,3852.9639223801264
86.28,-958.6095774445105,113.72803520797251,3783.054463692674
86.288,-977.386854207074,179.89614383548002,3735.473719057506
86.296,-993.5736981570896,253.48053554880914,3673.641449038274
86.304,-1006.8452577216956,318.7273630853951,3575.6664487135795
86.312,-1016.8557670977506,380.54816531490036,3518.01105024999
86.32,-1024.5479504826844,436.0112081037735,3429.392059037243
86.328,-1029.1033558158872,486.05349625030954,3363.133832067581
86.336,-1030.6715974783435,542.3329457166146,3311.5717685466866
86.344,-1029.443154907753,587.7293778899605,3213.0439414422103
86.352,-1025.3061124283258,632.0306165352944,3122.083451626728
86.36,-1017.9950698196975,662.3086880927685,3014.128909380639
86.368,-1007.7960307056285,699.1083806279532,2921.3240444668645
86.376,-994.6758350663433,728.8058876775993,2823.5803190870424
86.384,-979.1818407944456,753.322418761422,2729.398146097606
86.392,-960.2856852674441,774.6048765613397,2626.241645589646
86.4,-938.5035760487202,785.6299273500696,2544.60274570008
86.408,-914.0752882035451,799.7449739212565,2438.823920247202
86.416,-886.8857220135582,813.3841183914877,2329.9512054039483
86.424,-857.3311125548007,827.0336943424325,2226.515635814608
86.432,-825.1727766254637,796.2696853922425,1871.5890071562364
86.44,-790.1161515920028,764.5342174313043,1753.0908655652217
86.448,-752.4332112640975,736.0125369874156,1679.2590167484313
86.456,-712.7711656595307,720.7327243899152,1564.1326638144103
86.464,-670.8910041297534,685.4334846933564,1465.9202785810733
86.472,-627.0895291127214,652.5950367563796,1370.8751522363975
86.48,-580.7888183492238,621.7857571054195,1254.9380773717778
86.488,-533.1687369682843,595.0041959745547,1152.2783431209243
86.496,-483.7602208596923,552.9171150433576,1043.7434656401358
86.504,-432.71633089637373,512.0031799017842,921.3082717897368
86.512,-380.0811594435637,480.91515832978513,800.9283690568271
86.52,-326.22160746561445,449.94132683851774,707.0092910039158
86.528,-271.65259789356963,393.6975757887615,599.1616733286112
86.536,-215.85705527136088,337.7474894838887,489.3759392749128
86.544,-159.21336567149845,292.73550497861936,385.6988937766627
86.552,-102.05254127388875,254.15907287870806,270.77771300675965
86.56,-44.54050612229014,195.87118149618843,152.8708478177404
86.568,13.613488081573722,142.71306518037412,54.72318163284613
86.576,71.7949410190058,94.04078922140586,-35.46266116613352
86.584,129.88594373324244,41.186734068082494,-169.9093301487751
86.592,187.8397254279891,-18.654416142418444,-276.52900363549753
86.6,245.45644904254624,-71.43262202104863,-397.02438323738716
86.608,302.420501997542,-123.62769891367172,-527.3582685328133
86.616,358.7969337771718,-175.20245996214223,-623.0388464454192
86.624,414.49883833777125,-230.38309295354654,-731.1899827145445
86.632,469.3609947127403,-292.50620317672065,-837.2772666045518
86.64,522.9540365760013,-344.37301798213,-940.4755521780099
86.648,574.9456229442475,-388.79441680773317,-1046.5775667445039
86.656,625.9736322064267,-446.612050397599,-1152.5476873347645
86.664,674.9803743561191,-498.07830651413894,-1256.1290955222623
86.672,722.0204926500492,-553.4823347424152,-1342.6459246536394
86.68,767.3880119142586,-589.4759664946622,-1459.9380806111853
86.688,810.9006895095737,-621.3219413640959,-1567.1567217110291
86.696,852.1345867428033,-657.7064842550571,-1670.3081065018926
86.704,891.1879569683093,-687.7782641760625,-1776.563770261891
86.712,927.9697469871584,-703.3114527348787,-1896.5875135092747
86.72,962.1800962661977,-720.9055809203539,-1988.5372016624922
86.728,993.9475233271522,-733.2785660295293,-2103.5446528035654
86.736,1022.7864798089875,-742.9665088142171,-2233.7167060758534
86.744,1049.0804070447607,-740.5537917167811,-2326.8206659406246
86.752,1072.5243783055266,-736.5035766910603,-2411.3939027769734
86.76,1093.1786995284106,-727.9552101412169,-2490.7528158886566
86.768,1110.8738137446317,-714.6800494820405,-2584.537069549579
86.776,1125.7283349616316,-700.0282249279868,-2674.2263480396073
86.784,1137.1125100222237,-691.4967529432276,-2780.72210953527
86.792,1145.7734081500978,-668.3190767890273,-2894.0648450490517
86.8,1151.2185784594067,-640.4796021836837,-2977.7493287721354
86.808,1153.5055582426246,-609.5110218541666,-3056.1492180497703
86.816,1152.95060758901,-571.2381955039613,-3111.232423506567
86.824,1149.4473326811112,-551.6429060648226,-3205.8455257801656
86.832,1142.682022820402,-526.0594834875136,-3271.8942523021774
86.84,1133.024993051445,-480.34910831715496,-3326.9556244002733
86.848,1120.1861287547642,-418.12183436514584,-3384.720335884909
86.856,1104.461332540551,-355.2824770082367,-3463.8164879198985
86.864,1085.533510951853,-295.57290192060634,-3517.8208042101546
86.872,1063.9676709078542,-241.14094186516164,-3567.843322452702
86.88,1039.840575557655,-182.66388283287765,-3629.4161595215373
86.888,1013.029800195653,-115.17161416612659,-3678.417585165833
86.896,983.7005814864613,-58.61874256003387,-3749.088421159208
86.904,951.8594105424347,-0.9406870548919618,-3828.946255416592
86.912,917.6586459748969,60.76083426893073,-3884.995603451197
86.92,881.104544318823,125.62504544291384,-3945.727678781681
86.928,842.7141320500489,189.94367591647807,-3990.3413768796304
86.936,801.8664921977771,260.13509689638585,-4032.8668409279003
86.944,759.5918901460952,320.77273551294394,-4064.9590232314613
86.952,715.3291264495961,382.21199376834056,-4099.354244488107
86.96,669.4329088213403,443.1287455414391,-4141.640888244155
86.968,622.3065419886494,522.8626988576366,-4172.4616165125235
86.976,574.2396160674708,590.5300460055711,-4205.6986545227155
86.984,524.963715430164,644.0768358971967,-4196.162314572681
86.992,474.6405337769566,708.5080158971502,-4219.415482438438
87.0,423.6836956484614,757.7598175315204,-4212.662672181726
87.008,372.3692910320986,807.4706062577134,-4249.309170330264
87.016,320.7121402755236,855.30691983443,-4247.261332099194
87.024,268.8013987422659,895.3285937396313,-4261.939483614548
87.032,217.16807700508733,946.0321602432609,-4278.960104798975
87.04,165.4083534814302,979.7613128727459,-4279.991459617029
87.048,114.21852693297193,1010.8783905074865,-4297.12366028959
87.056,63.552820567932685,1045.9950292303845,-4290.631380708905
87.064,13.968235288066447,1069.419184682974,-4302.9490631815825
87.072,-34.96291420891305,1079.8224405348044,-4306.288823232225
87.08,-82.82632357234975,1093.4324245394632,-4293.627065217189
87.088,-129.2111970870711,1102.447290868866,-4278.208214573159
87.096,-174.23960577198108,1083.3103027428924,-4258.072304765914
87.104,-218.90865038427557,1002.5618564468967,-4344.540950674771
87.112,-260.734125228032,973.2858518180534,-4341.298295677496
87.12,-300.67332010125034,937.5823190372313,-4324.2807373111345
87.128,-338.2022174351368,892.149374748052,-4278.474401330453
87.136,-373.97219869060575,839.5570122599914,-4237.31035118094
87.144,-407.4563730121311,774.951165288337,-4202.545950688034
87.152,-438.46721961666526,727.2086973377666,-4146.810559255403
87.16,-466.9363299565873,665.84286953308,-4118.824077489408
87.168,-492.9267256465137,595.3028765623463,-4070.5765725826423
87.176,-515.9602234160906,534.3476579915196,-4027.780652731873
87.184,-536.707545876108,480.26003501349777,-3964.4833733956575
87.192,-554.416220183411,416.31571959146976,-3889.76556891011
87.2,-569.2914661277064,354.7025955476089,-3857.617548700921
87.208,-581.0675945046316,298.24988037690156,-3763.237583497844
87.216,-590.1873290698866,234.11631177221835,-3663.7777129366987
87.224,-596.401370653821,158.7757898613845,-3606.4810202958975
87.232,-599.6212565392055,87.31327984214533,-3564.9308019112327
87.24,-600.0088050241317,20.89735715360311,-3483.872123850056
87.248,-597.559945811615,-54.46892264087376,-3397.0961976226904
87.256,-592.3264964874295,-103.66140068477236,-3317.803779061617
87.264,-584.1187136608581,-159.5215662661025,-3249.4049338340137
87.272,-573.6665799628851,-225.9474163269562,-3155.1719699019327
87.28,-560.54869694002,-298.03778210075893,-3070.6438470963326
87.288,-544.7220330576996,-351.7037802391855,-3008.6378275405464
87.296,-526.3916144391818,-401.2941905310904,-2908.47442913522
87.304,-505.37640050148167,-451.3776806310012,-2825.011811266871
87.312,-482.16829600975433,-504.97367400557414,-2736.092286748393
87.32,-457.03832023859684,-531.568421274482,-2632.8393638009
87.328,-429.8580020913927,-568.6688012236552,-2534.5551693596026
87.336,-400.919326530759,-603.9731514320708,-2423.815925078515
87.344,-369.97188197107255,-635.5377903114818,-2321.572137236383
87.352,-337.41805737118256,-649.4936140365115,-2222.9367887242674
87.36,-303.4915633595643,-654.7082010993719,-2086.735787215669
87.368,-267.90194941547827,-652.8325449971013,-1944.584336153134
87.376,-229.6899014139593,-678.6968461354859,-1758.6876532978722
87.384,-192.1754021036704,-706.784666971454,-1628.6651548495884
87.392,-153.98399456955232,-718.7191667192048,-1500.437483886715
87.4,-115.12191415402295,-738.2005474189577,-1381.069664997282
87.408,-75.67403912707206,-746.4510780907154,-1267.2452564590822
87.416,-35.88798667961687,-758.3380866050799,-1155.3929828039784
87.424,4.574872682654699,-746.8231936304418,-1056.4382555151399
87.432,44.27971329394479,-757.2888068916872,-949.1886082584485
87.44,83.8578532220655,-761.6235895712415,-819.5480436983738
87.448,122.88135386001458,-752.2957033920829,-883.1176974558784
87.456,161.0410072418616,-740.4219705703232,-761.1183378067327
87.464,198.37837204753086,-723.8743944332284,-662.3623474115432
87.472,235.0132534247302,-707.4946998962728,-545.7805583814112
87.48,270.2990813691491,-673.4330421414961,-437.81204892650754
87.488,304.10631897874015,-636.7826210973028,-295.603498910239
87.496,336.65540697302737,-596.6014345129623,-169.8731653672286
87.504,367.2670325233702,-556.9274907472607,-39.91399819376181
87.512,396.1478072370655,-510.5384327066131,86.18695143061177
87.52,423.5792527627074,-472.1505075451788,234.1822746724522
87.528,448.6592209134759,-434.56250401331573,348.936630075205
87.536,471.67494825190175,-388.28390277225907,466.6401969403849
87.544,492.2313713521284,-341.15093740330747,564.2972089844171
87.552,510.8315903505997,-307.5564043150645,672.7615183670016
87.56,527.0453295168021,-262.6952113932039,805.2023505216505
87.568,540.3685921923511,-222.22142382634283,930.651213167981
87.576,551.0668462544153,-185.59433922150097,1055.9847258510808
87.584,559.2689753444873,-137.9304046071983,1192.9947800370223
87.592,564.5799081164428,-104.97853761113643,1304.4672716550815
87.6,567.3170697458005,-73.33096126133258,1427.7696997014257
87.608,567.0454603151102,-46.374272905489974,1563.3969792785363
87.616,564.1141130367103,-2.696277012557282,1661.3758643606616
87.624,557.914037356954,42.71044310374647,1792.4811775736423
87.632,549.1143983800018,64.07452479915605,1888.4467144263965
87.64,537.6299120552817,89.06905280421975,1988.9882619329912
87.648,523.1531988538302,111.61104659865734,2104.5925699311288
87.656,506.06352365756794,134.96057620144228,2214.1559848285433
87.664,486.17403592047674,166.9925063331278,2296.81240543062
87.672,463.6164013009748,182.23972565706563,2388.847792405533
87.68,438.446747565486,209.2580214748326,2485.5344733718143
87.688,410.7632506751833,237.05052426482644,2556.7888524296477
87.696,380.6168605657575,252.90908569181516,2645.1640204646665
87.704,348.2854956023626,254.89309344256264,2739.162896142344
87.712,313.5498555550718,273.5518532378811,2809.5383565788525
87.72,276.9802740552525,283.6319760845954,2906.317529990074
87.728,238.35443341421933,290.5732856700043,2998.3144520439037
87.736,197.83518144095837,290.0015221667297,3070.264680465939
87.744,155.66311803706753,296.55220172580897,3145.6617905401886
87.752,112.08576887527408,291.0217229055278,3257.7835564436355
87.76,66.94685707925787,298.1105936128531,3351.574672516566
87.768,20.83487771854719,292.4372921404254,3444.590907397726
87.776,-26.444848474486566,294.92889342026274,3500.8117258079924
87.784,-74.48376451667718,299.089179562798,3539.056310440378
87.792,-123.51835331769925,299.29808346770017,3610.391916520201
87.8,-172.99789893137023,295.8047596120338,3684.56929995915
87.808,-222.5830602291504,290.2533413956731,3734.560913093179
87.816,-272.4965381370529,276.3615248565666,3764.0572641111135
87.824,-322.2101010862113,265.0293471069383,3817.949659465683
87.832,-371.70545203520385,244.30231747570082,3843.3867552507386
87.84,-420.73638124228995,225.86627163347848,3869.852006021729
87.848,-469.58208127856784,192.47298977992477,3934.5189851801515
87.856,-517.5650857298313,160.4954020297387,3986.581902326084
87.864,-564.5359914021063,144.56808295593788,4023.2905711748576
87.872,-610.2800475505036,107.75274598117451,4077.1490848736853
87.88,-654.8188083247192,66.16736187898216,4112.4820110891615
87.888,-698.0918409870019,18.842443299197452,4122.771411742727
87.896,-739.7374469784004,-11.473657543618927,4152.446382243526
87.904,-779.650983811925,-61.603422512217335,4192.021930786326
87.912,-817.6125078351579,-104.08711196384267,4180.037125743213
87.92,-853.4789645887705,-145.67166341452497,4215.457487297801
87.928,-887.4837236245854,-187.34765566439518,4243.841124419357
87.936,-919.3571391263343,-234.22670721699552,4250.318507742351
87.944,-948.7959459108032,-261.48277865796615,4260.120245717848
87.952,-975.683454790375,-291.2330615598577,4272.941073956959
87.96,-1000.1342408853279,-317.93763182526834,4276.664495406627
87.968,-1022.0983267140076,-350.6328748703118,4288.884220613867
87.976,-1041.2838359543728,-393.2277719291798,4278.899163935183
87.984,-1057.523292938669,-416.09002391382865,4267.923941632339
87.992,-1071.070353909421,-439.8452352790868,4248.368099136204
88.0,-1081.5684337708726,-461.4483518700496,4218.654083281061
88.008,-1089.3179153486394,-481.7495192566537,4173.419428098153
88.016,-1094.3577007810327,-504.6308477403022,4172.915438513771
88.024,-1096.0804180845657,-530.0214353027161,4113.931787010878
88.032,-1095.1042584545737,-544.1763675511842,4093.4113044447167
88.04,-1091.321796377313,-556.7947017302671,4057.0320319200578
88.048,-1084.3268494119666,-584.7555930021417,4022.134878022936
88.056,-1074.6515879037054,-606.6290818018146,4005.9287936055725
88.064,-1061.9108692010109,-623.2593269219249,3991.020058749027
88.072,-1046.2527818379858,-628.9822256103281,3921.279791924845
88.08,-1030.6888780367012,-710.9771687228786,3609.744315051684
88.088,-1009.4757154876756,-742.1075993816736,3578.9593649188187
88.096,-986.0280798838556,-768.3734817479518,3524.0068171966586
88.104,-959.9295069880569,-797.6399088267409,3451.2057102133863
88.112,-931.2805434959781,-820.3180205672411,3387.439981580425
88.12,-900.2204484921743,-845.1946834370481,3328.373316510418
88.128,-866.7365913628471,-859.8096219347171,3265.278087003443
88.136,-830.9418501993117,-869.3278552090367,3238.3423948526174
88.144,-793.1313623579143,-874.8810533607375,3199.00841945267
88.152,-753.4294393868526,-875.2106187233096,3159.561155789677
88.16,-711.5971899182572,-944.0169731806834,3135.094012263369
88.168,-668.5325504134796,-950.1483028205442,3035.194203577135
88.176,-623.6893155967923,-933.3232095506071,2966.085645499277
88.184,-577.2159666368783,-922.4306984350908,2897.709046811864
88.192,-529.5765795276683,-900.7606695882556,2826.4191037698106
88.2,-480.8552441019789,-877.5449277339759,2764.3427329881138
88.208,-430.9638526536918,-857.4834928119504,2702.2722350485537
88.216,-380.495299685897,-817.8173329755436,2622.0059732279597
88.224,-329.03754895266206,-786.8382674258997,2555.310597903374
88.232,-277.08481494488683,-776.3911839391376,2461.5506954565167
88.24,-224.5451585853207,-734.6211132988075,2371.9739760097073
88.248,-171.5901679254715,-686.6335414936262,2291.150031657069
88.256,-118.4342317779095,-641.8826150480214,2212.619625030283
88.264,-65.61518946005518,-579.9835591562329,2124.8643582596196
88.272,-12.984150994465782,-533.050951052627,2051.7433554294125
88.28,39.44936533657467,-474.1860144744346,1952.552280888912
88.288,91.53228775255026,-422.7728523767718,1858.319085185518
88.296,143.0733545388132,-378.62749051405007,1739.389140682897
88.304,193.54353997475843,-326.35426339141907,1631.9279617528903
88.312,243.18795579784214,-261.64083426025036,1527.0172042824772
88.32,291.89614756613105,-208.13908963234311,1424.6896496808463
88.328,339.23071922576224,-147.52261048753599,1327.3926698500884
88.336,385.30462746291386,-105.38288353224326,1234.7809186243567
88.344,430.2911777334099,-40.045204324976574,1130.1973257927198
88.352,473.46673307419206,10.811198102143322,1031.7920276886537
88.36,515.0928430355335,65.13274263800834,934.033989456458
88.368,554.8696999822243,111.71884183049708,811.9207381378448
88.376,592.6720456591619,160.3931464751611,713.4985289167187
88.384,628.6093899845456,225.05294427437536,597.8956324799954
88.392,662.6547919640383,273.54517729336624,519.3077930568893
88.4,694.2480963705516,313.5664857251944,396.86360007396036
88.408,723.7647599966341,361.9197063473556,287.1209024675972
88.416,751.3185296087763,415.90236742564065,156.48746019729828
88.424,776.3881075713767,474.530642040242,66.47487512358221
88.432,799.1679403358017,515.5731271569798,-56.92515884735853
88.44,819.5762491066453,550.8082767256151,-185.24544816752655
88.448,837.6104512529656,583.4099837130735,-301.6051396878928
88.456,853.169412945945,620.9658788723897,-420.1116794676702
88.464,866.1539063532564,648.2588710192828,-509.5982919683783
88.472,876.8261528214588,661.641286690918,-588.6960519097987
88.48,884.9033294073462,667.9641424173914,-681.4261037705845
88.488,890.2505554990099,676.2691203616873,-781.2141616099973
88.496,893.2669272329088,692.9242645565681,-905.5825853298769
88.504,893.5853664279301,702.3033788023766,-995.20199484495
88.512,891.3698424722793,688.8081985755013,-1079.1292383640493
88.52,887.0780209582657,687.0978380641466,-1203.1340575726078
