timestep,xmain,pmain,xhigh,phigh,xlow,plow
18.832,231142.37168696307,-1.04446374698921e6,7931.683652087983,-310097.8383104882,-1.246496833866449e6,-726339.467449949
18.84,173068.33985458448,-1.0556419213884615e6,-15451.109137106712,-309818.5905983617,-1.2643681204475618e6,-694784.541490197
18.848,114463.98092250444,-1.0635926250753554e6,-38736.97588942883,-307740.95272916567,-1.2813962467213615e6,-662787.9137818218
18.856,55511.9928279906,-1.068292971705283e6,-61800.709975366895,-303904.39506722975,-1.297626087900335e6,-630373.4638822898
18.864,-3610.2356217593197,-1.0697281025327232e6,-84508.96165969709,-298336.9064678644,-1.3130354591048057e6,-597553.381023753
18.872,-62722.400727132714,-1.0678932093824379e6,-106730.5093737369,-291092.56274934026,-1.3276224786299546e6,-564358.5050926417
18.88,-121643.18255858749,-1.0627946203940928e6,-128337.30558059107,-282204.78244318446,-1.341368860419314e6,-530795.7667997683
18.888,-180191.54806475027,-1.054447609541486e6,-149215.23650099078,-271722.382486432,-1.3542672656779918e6,-496924.0576822547
18.896,-238189.35879958596,-1.042878492535988e6,-169247.15421418461,-259725.82220102803,-1.3662920834350826e6,-462727.08780475386
18.904,-295457.7316173217,-1.0281216625739852e6,-188321.94343617125,-246227.93433546447,-1.3775155303521564e6,-428232.97286317806
18.912,-351823.632958348,-1.0102225281702484e6,-206334.90997302535,-231365.20481494014,-1.3878319549134711e6,-393465.63807309006
18.92,-407115.3238515177,-989235.4965259262,-223167.49759974502,-215120.21239925167,-1.397279717839485e6,-358461.36642866716
18.928,-461162.29374258313,-965224.91172659,-238725.7960916127,-197676.90147193088,-1.405830631647153e6,-323226.1600288733
18.936,-513799.9560175521,-938264.567426877,-252924.93588459492,-179135.06075608067,-1.4134745134466714e6,-287790.69421260443
18.944,-564866.3843169094,-908435.9158767666,-265685.12135093636,-159613.6602776674,-1.4202552652084755e6,-252176.90541681444
18.952,-614206.5181461115,-875830.5371982385,-276933.19410425256,-139111.0794245278,-1.426129813891109e6,-216396.65663693842
18.96,-661669.6372364522,-840547.9489636801,-286611.6475999953,-117849.4553070113,-1.4310766774734529e6,-180498.6823961332
