freq, psd, lorentzian
2.744444444445400499e+06,7.402894543928571713e-09,6.995715784091223865e-09
2.755555555556515697e+06,1.006171786763366053e-08,6.925413758880128324e-09
2.766666666667630430e+06,6.599970890942903535e-09,6.856540556540609492e-09
2.777777777778745629e+06,4.307988712097290771e-09,6.789057721915592619e-09
2.788888888889860362e+06,7.432695525353590354e-09,6.722928084803756069e-09
2.800000000000975560e+06,6.554315033026845099e-09,6.658115708783012464e-09
2.811111111112090293e+06,5.156124930617551141e-09,6.594585842396070247e-09
2.822222222223205492e+06,6.924150051182445106e-09,6.532304872574233479e-09
2.833333333334320225e+06,1.066692157233348558e-08,6.471240280182991879e-09
2.844444444445435423e+06,9.876628559004247671e-09,6.411360597579585425e-09
2.855555555556550622e+06,4.774925150546867173e-09,6.352635368079229489e-09
2.866666666667665355e+06,7.160433143876766591e-09,6.295035107232474259e-09
2.877777777778780553e+06,6.818258005165953619e-09,6.238531265821825976e-09
2.888888888889895286e+06,5.221921560622737151e-09,6.183096194490995224e-09
2.900000000001010485e+06,3.106286234805871786e-09,6.128703109924868984e-09
2.911111111112125218e+06,3.920855114227327175e-09,6.075326062503126469e-09
2.922222222223240416e+06,4.460311961702331829e-09,6.022939905354441286e-09
2.933333333334355149e+06,4.980330593842052369e-09,5.971520264742514717e-09
2.944444444445470348e+06,3.669543217515112630e-09,5.921043511718725988e-09
2.955555555556585081e+06,6.294848706469598806e-09,5.871486734979981393e-09
2.966666666667700280e+06,9.610954794761185249e-09,5.822827714873449325e-09
2.977777777778815012e+06,6.468545808997717359e-09,5.775044898493212610e-09
2.988888888889930211e+06,6.909618795106290721e-09,5.728117375816705876e-09
3.000000000001044944e+06,9.029525974937661499e-09,5.682024856831624796e-09
3.011111111112160143e+06,5.180909529624018107e-09,5.636747649606587188e-09
3.022222222223275341e+06,3.614214800736375571e-09,5.592266639261357169e-09
3.033333333334390074e+06,5.685098106196347886e-09,5.548563267794635576e-09
3.044444444445505273e+06,6.716166758616301806e-09,5.505619514729754168e-09
3.055555555556620006e+06,5.297065525950461967e-09,5.463417878540555000e-09
3.066666666667735204e+06,2.340591896341587634e-09,5.421941358821713326e-09
3.077777777778849937e+06,4.944670556201373690e-09,5.381173439169655794e-09
3.088888888889965136e+06,8.923173904082772334e-09,5.341098070741805623e-09
3.100000000001079869e+06,6.675541083524088994e-09,5.301699656463714516e-09
3.111111111112195067e+06,4.557350770745459823e-09,5.262963035854952960e-09
3.122222222223309800e+06,4.375271093422415142e-09,5.224873470446337891e-09
3.133333333334424999e+06,5.257765816640042937e-09,5.187416629762180138e-09
3.144444444445539732e+06,6.556812481296376181e-09,5.150578577842770963e-09
3.155555555556654930e+06,3.484744061467948211e-09,5.114345760283386657e-09
3.166666666667770129e+06,3.088372433466429424e-09,5.078704991767343288e-09
3.177777777778884862e+06,5.049039278762509542e-09,5.043643444071675991e-09
3.188888888890000060e+06,5.724939472517056215e-09,5.009148634525093312e-09
3.200000000001114793e+06,3.541837398063249076e-09,4.975208414898804273e-09
3.211111111112229992e+06,4.203209922984901983e-09,4.941810960711791041e-09
3.222222222223344725e+06,7.747430340294462090e-09,4.908944760932923158e-09
3.233333333334459923e+06,5.575403526815590603e-09,4.876598608063190205e-09
3.244444444445574656e+06,3.948659132047981264e-09,4.844761588582104047e-09
3.255555555556689855e+06,3.387597644161962146e-09,4.813423073743051350e-09
3.266666666667804588e+06,2.695640324806128416e-09,4.782572710703130646e-09
3.277777777778919786e+06,3.539847792214911966e-09,4.752200413973640993e-09
3.288888888890034519e+06,5.731534419305932393e-09,4.722296357178048563e-09
3.300000000001149718e+06,8.482863583404457471e-09,4.692850965104840634e-09
3.311111111112264451e+06,8.258345249847810616e-09,4.663854906043311751e-09
3.322222222223379649e+06,4.188591462138218661e-09,4.635299084390780928e-09
3.333333333334494848e+06,4.604924921890657210e-09,4.607174633520354202e-09
3.344444444445609581e+06,4.302183951260687922e-09,4.579472908898748026e-09
3.355555555556724779e+06,2.642328595373111769e-09,4.552185481444238221e-09
3.366666666667839512e+06,1.870355144224502795e-09,4.525304131115205388e-09
3.377777777778954711e+06,4.181831838453382513e-09,4.498820840720133929e-09
3.388888888890069444e+06,4.993580022074452884e-09,4.472727789940425625e-09
3.400000000001184642e+06,2.894492954417932060e-09,4.447017349557654204e-09
3.411111111112299375e+06,3.956101431373830756e-09,4.421682075877352236e-09
3.422222222223414574e+06,3.528226259871410858e-09,4.396714705341677271e-09
3.433333333334529307e+06,4.050640502965346272e-09,4.372108149323716095e-09
3.444444444445644505e+06,4.482858648944915361e-09,4.347855489096452302e-09
3.455555555556759238e+06,2.581626091742461814e-09,4.323949970969723493e-09
3.466666666667874437e+06,2.802737818729412931e-09,4.300385001588792203e-09
3.477777777778989635e+06,2.928444646837774654e-09,4.277154143388424297e-09
3.488888888890104368e+06,2.600096009451970879e-09,4.254251110196634944e-09
3.500000000001219567e+06,3.619622069851276933e-09,4.231669762982465764e-09
3.511111111112334300e+06,6.113344820694490369e-09,4.209404105742456997e-09
3.522222222223449498e+06,5.488904555908636047e-09,4.187448281520658067e-09
3.533333333334564231e+06,8.510300848740060545e-09,4.165796568557247343e-09
3.544444444445679430e+06,5.528734925024925964e-09,4.144443376561013119e-09
3.555555555556794163e+06,2.800772105768592036e-09,4.123383243101203350e-09
3.566666666667909361e+06,4.614715781065550266e-09,4.102610830114361791e-09
3.577777777779024094e+06,5.464021166992831162e-09,4.082120920522000521e-09
3.588888888890139293e+06,4.327407740717127452e-09,4.061908414955092942e-09
3.600000000001254026e+06,2.402108499603537325e-09,4.041968328581568115e-09
3.611111111112369224e+06,2.596820860716212512e-09,4.022295788033099870e-09
3.622222222223483957e+06,5.126721715437431040e-09,4.002886028427682595e-09
3.633333333334599156e+06,3.854580214430000145e-09,3.983734390484560922e-09
3.644444444445714355e+06,3.011429181472284585e-09,3.964836317728282322e-09
3.655555555556829087e+06,2.880889892744148202e-09,3.946187353778743411e-09
3.666666666667944286e+06,3.303787805461182832e-09,3.927783139724182605e-09
3.677777777779059019e+06,3.990688741747741821e-09,3.909619411574281091e-09
3.688888888890174218e+06,4.206322143055341341e-09,3.891691997790552242e-09
3.700000000001288950e+06,5.014972018124343564e-09,3.873996816891378290e-09
3.711111111112404149e+06,7.367426031505361553e-09,3.856529875129098575e-09
3.722222222223518882e+06,3.894326834535330668e-09,3.839287264236714955e-09
3.733333333334634081e+06,1.597598504631769387e-09,3.822265159241815580e-09
3.744444444445748813e+06,1.742856162272359207e-09,3.805459816345450534e-09
3.755555555556864012e+06,1.115406436759589682e-09,3.788867570863742510e-09
3.766666666667978745e+06,3.779933769957986501e-09,3.772484835230151337e-09
3.777777777779093944e+06,4.097746595783614736e-09,3.756308097056331836e-09
3.788888888890208676e+06,3.009056427941943583e-09,3.740333917249646110e-09
3.800000000001323875e+06,3.625025701740621808e-09,3.724558928185428572e-09
3.811111111112439074e+06,4.570136444747725922e-09,3.708979831932216998e-09
3.822222222223553807e+06,2.503405116152403210e-09,3.693593398528177797e-09
3.833333333334669005e+06,2.428446476713116627e-09,3.678396464307060363e-09
3.844444444445783738e+06,2.740677516005601697e-09,3.663385930272049744e-09
3.855555555556898937e+06,2.253553657909926461e-09,3.648558760515972436e-09
3.866666666668013670e+06,2.807129259653048207e-09,3.633911980686335791e-09
3.877777777779128868e+06,4.497739141673769070e-09,3.619442676493758411e-09
3.888888888890243601e+06,3.889551401691462454e-09,3.605147992262404369e-09
3.900000000001358800e+06,3.531735254529570913e-09,3.591025129521057229e-09
3.911111111112473533e+06,3.450862774008823664e-09,3.577071345633557514e-09
3.922222222223588731e+06,6.169476467031431455e-09,3.563283952467328126e-09
3.933333333334703464e+06,3.733045902281000980e-09,3.549660315098808978e-09
3.944444444445818663e+06,2.583903420974942031e-09,3.536197850554608457e-09
3.955555555556933861e+06,4.724955809509729158e-09,3.522894026587278183e-09
3.966666666668048594e+06,2.840401671750268297e-09,3.509746360484597683e-09
3.977777777779163793e+06,2.540580516237334240e-09,3.496752417911350727e-09
3.988888888890278526e+06,2.057145657741883137e-09,3.483909811782568429e-09
4.000000000001393724e+06,1.293928390808388270e-09,3.471216201167268023e-09
4.011111111112508457e+06,2.376199077397600210e-09,3.458669290221758800e-09
4.022222222223623656e+06,3.685637433083209886e-09,3.446266827151584612e-09
4.033333333334738389e+06,3.168447301403371177e-09,3.434006603201260073e-09
4.044444444445853587e+06,1.875836779215300214e-09,3.421886451670915761e-09
4.055555555556968320e+06,4.145799825586938246e-09,3.409904246959069510e-09
4.066666666668083519e+06,4.892185652654019436e-09,3.398057903630711915e-09
4.077777777779198252e+06,2.700701794202745359e-09,3.386345375509960332e-09
4.088888888890313450e+06,2.197069397302994527e-09,3.374764654796519145e-09
4.100000000001428183e+06,2.467971920936564061e-09,3.363313771205271721e-09
4.111111111112543382e+06,3.034660624275188505e-09,3.351990791128274899e-09
4.122222222223658580e+06,2.377099293382675222e-09,3.340793816818527766e-09
4.133333333334773313e+06,2.284170014957751902e-09,3.329720985594838916e-09
4.144444444445888512e+06,2.296103105854247657e-09,3.318770469067192489e-09
4.155555555557003245e+06,2.823745885132927579e-09,3.307940472382012446e-09
4.166666666668118443e+06,2.316982569344208799e-09,3.297229233486719186e-09
4.177777777779233176e+06,1.882484901183611299e-09,3.286635022413047023e-09
4.188888888890348375e+06,3.972120453351410211e-09,3.276156140578555511e-09
4.200000000001463108e+06,3.518426091313470140e-09,3.265790920105826296e-09
4.211111111112577841e+06,2.554947031438321043e-09,3.255537723158812390e-09
4.222222222223693505e+06,4.263015105159547051e-09,3.245394941295873329e-09
4.233333333334808238e+06,4.710361913369930388e-09,3.235360994839004462e-09
4.244444444445922971e+06,1.760094609860522387e-09,3.225434332258796318e-09
4.255555555557037704e+06,1.675141668896585381e-09,3.215613429574686064e-09
4.266666666668153368e+06,1.946451647242060458e-09,3.205896789770063883e-09
4.277777777779268101e+06,1.809672533078820128e-09,3.196282942221817378e-09
4.288888888890382834e+06,2.542140244142596925e-09,3.186770442143898751e-09
