timestep,xmain,pmain,xhigh,phigh,xlow,plow
81.656,-2.634725560732762e6,-3.469947134717124e6,-38007.65549662498,25350.125607532154,554533.9120438995,955744.7957516288
81.664,-2.8224979529785137e6,-3.320330196796327e6,-36036.783555229325,26841.690579493552,578338.9117746241,940200.8238606778
81.672,-3.0017124369467106e6,-3.1604924704344794e6,-33956.64046672771,28256.880420168996,601777.3500945091,924141.0956269776
81.68,-3.17181777859264e6,-2.990918798665621e6,-31770.43378610121,29620.960685680333,624777.8927732413,907570.0030664988
81.688,-3.3322899436639193e6,-2.8121237092233784e6,-29494.944815250175,30866.272590615717,647356.570669176,890506.9121674328
81.696,-3.4826335804591123e6,-2.62465048963159e6,-27128.177892110507,32029.77662645254,669509.8732006911,872976.0189306315
81.704,-3.622384529643299e6,-2.429069170786839e6,-24682.24537885544,33088.07088377442,691250.9306141762,854972.9013442532
81.712,-3.7511106385145667e6,-2.2259747702277605e6,-22133.60097609363,34028.14501210572,712501.8206940362,836515.6115913851
81.72,-3.868413955632841e6,-2.0159856719754948e6,-19528.562418474503,34865.43555385368,733266.1835434407,817627.71613211
81.728,-3.9739306191039495e6,-1.7997413364533626e6,-16872.154082191337,35595.23530164463,753555.6798630689,798318.9076881005
81.736,-4.0673329142703097e6,-1.5779007449403142e6,-14154.496716533942,36213.50223643343,773369.6305051493,778601.0413940825
81.744,-4.148329810718505e6,-1.3511402591835717e6,-11400.060543622218,36809.32732090333,792672.607406689,758481.1898476899
81.752,-4.216668589944465e6,-1.1201519370301475e6,-8601.960607674622,37291.01220957176,811452.7699922794,737975.7401419482
81.76,-4.272134772843084e6,-885640.5909823207,-5773.495499346535,37629.03678926493,829737.0151264543,717114.1584318251
81.768,-4.3145538525429815e6,-648322.1323425228,-2926.9739536401066,37830.666927141116,847469.520020368,695900.3530387317
81.776,-4.343789793321136e6,-408921.47790796217,-73.88002155704757,37895.65177370571,864679.3777095093,674354.5254226245
81.784,-4.359747858970724e6,-168170.19218184188,2782.4079406850537,37833.14234315468,881357.7872804246,652484.7707193352
81.792,-4.362374269124013e6,73195.40482370411,5637.72523031476,37664.063616284075,897454.8733702422,630300.7730382378
81.8,-4.351654936498549e6,314437.39526238694,8461.5052417014,37430.925359472334,912994.7130016868,607819.2674451338
81.808,-4.327617293115197e6,554817.6096893009,11259.67495467414,37084.645093495186,927948.0426129107,585051.1513807459
81.816,-4.290329410783698e6,793600.0915430236,14027.746461812914,36611.015417181065,942339.1907861007,562006.0254440234
81.824,-4.23989983323241e6,1.030053787631275e6,16762.803063203788,36007.08874806835,956200.9631721721,538702.7422363053
81.832,-4.1764772533385158e6,1.2634540952083336e6,19441.027820654635,35315.4826326393,969426.7344777107,515160.21560643316
81.84,-4.100250269680877e6,1.493085754903403e6,22061.717564035604,34441.90842359748,982075.5250062323,491393.35354077345
81.848,-4.011447094859207e6,1.71824453299358e6,24638.138223083857,33555.09418297994,994110.3909470066,467394.3400227819
81.856,-3.9103341455849903e6,1.938239667740877e6,27124.88951746058,32539.58627862358,1.0055270103480472e6,443179.658551023
81.864,-3.7972156215694323e6,2.1523960445579505e6,29535.09840797006,31338.72324305265,1.0163743211994406e6,418782.8457809816
81.872,-3.672432559495823e6,2.360055890324236e6,31847.152395271096,30125.52321624459,1.026599904189141e6,394193.7220888764
81.88,-3.536361786248315e6,2.5605811846911996e6,34068.82002858485,28756.561170982954,1.0361622071588184e6,369443.1181894695
81.888,-3.3894151369236424e6,2.753355353143143e6,36174.828358910985,27337.424693971254,1.0451152490499846e6,344534.8696629653
81.896,-3.232037663716551e6,2.9377858500669603e6,38181.64525168469,25850.651437162178,1.0534525834026602e6,319480.27659583086
81.904,-3.064706305487682e6,3.1133046975144697e6,40067.30217158923,24255.379016192146,1.06115643899934e6,294300.6254963031
81.912,-2.887929132502234e6,3.2793708407750367e6,41825.401825636116,22630.775950099825,1.0682296557214165e6,268982.9551509437
81.92,-2.702242988209127e6,3.4354725153614986e6,43467.41722736714,20931.68595508117,1.0746240307732131e6,243565.0464672246
